property_id,transaction_date,transaction_price,census_tract_2010,cbsa_id
PROP000491,2015-06-05,606164.4697981024,06037100012,31080
PROP000491,2019-10-10,775998.5008997134,06037100012,31080
PROP000492,2019-07-13,633157.5365094077,06037100008,31080
PROP000493,2019-01-23,201195.28113144217,06037100019,31080
PROP000494,2018-02-22,524821.7660943612,06037100001,31080
PROP000494,2020-07-10,605822.7966237518,06037100001,31080
PROP000495,2017-10-10,580783.5538924283,06037100010,31080
PROP000495,2021-02-05,672218.3401967532,06037100010,31080
PROP000496,2017-06-15,649634.2716806954,06037100010,31080
PROP000497,2015-01-01,524543.0023028485,06037100007,31080
PROP000497,2018-10-13,615734.5176677756,06037100007,31080
PROP000498,2016-03-13,722316.1797616305,06037100000,31080
PROP000499,2019-01-21,270322.34340814006,06037100001,31080
PROP000500,2016-01-07,268571.46199878765,06037100006,31080
PROP000501,2016-01-07,451562.99669961317,06037100016,31080
PROP000501,2017-02-01,501341.5307837101,06037100016,31080
PROP000502,2018-09-22,634066.1974129472,06037100010,31080
PROP000502,2021-11-12,691045.562039618,06037100010,31080
PROP000503,2015-03-12,400177.0375021194,06037100000,31080
PROP000503,2019-05-10,441045.98404613964,06037100000,31080
PROP000504,2017-11-21,445843.5418657634,06037100001,31080
PROP000504,2021-06-23,523882.3500265237,06037100001,31080
PROP000505,2016-08-22,487556.0539487225,06037100017,31080
PROP000505,2018-05-14,542047.4893831508,06037100017,31080
PROP000505,2021-07-18,651060.6339377534,06037100017,31080
PROP000506,2016-06-15,338929.0615790293,06037100016,31080
PROP000507,2017-03-22,637540.8457481858,06037100009,31080
PROP000507,2020-08-26,711065.5841779888,06037100009,31080
PROP000508,2017-11-11,698820.623733182,06037100019,31080
PROP000509,2018-02-24,529051.4977961376,06037100016,31080
PROP000509,2019-06-01,582599.865304782,06037100016,31080
PROP000510,2016-05-16,651048.1954375042,06037100007,31080
PROP000510,2020-07-31,728706.0221508896,06037100007,31080
PROP000511,2018-11-07,597490.368164965,06037100004,31080
PROP000512,2015-07-03,459897.8667890998,06037100005,31080
PROP000512,2019-08-06,564181.8579575816,06037100005,31080
PROP000513,2016-12-10,448982.72924004693,06037100009,31080
PROP000513,2020-10-15,598270.9628046325,06037100009,31080
PROP000514,2016-12-10,504235.78804323095,06037100007,31080
PROP000514,2018-09-10,517370.33420738816,06037100007,31080
PROP000515,2016-12-19,693098.5679512155,06037100016,31080
PROP000515,2020-08-07,790605.8855066098,06037100016,31080
PROP000516,2017-06-03,581824.5689200247,06037100005,31080
PROP000516,2019-09-19,675460.3681375296,06037100005,31080
PROP000517,2019-10-14,331229.3677987564,06037100012,31080
PROP000518,2018-07-23,312633.44341535127,06037100009,31080
PROP000518,2019-11-29,325827.79510959116,06037100009,31080
PROP000519,2019-05-03,694596.1351275615,06037100007,31080
PROP000520,2015-08-14,732870.9133604215,06037100013,31080
PROP000520,2017-11-30,872433.5977199817,06037100013,31080
PROP000521,2016-02-08,349405.24166545394,06037100006,31080
PROP000521,2019-05-29,430479.4630372248,06037100006,31080
PROP000522,2019-01-03,213455.53349723306,06037100012,31080
PROP000522,2021-06-12,247368.73991424835,06037100012,31080
PROP000523,2018-05-03,209445.7477974062,06037100018,31080
PROP000523,2019-05-28,221731.55423911574,06037100018,31080
PROP000524,2017-10-03,763048.2463148864,06037100003,31080
PROP000525,2016-03-25,241596.99823265887,06037100004,31080
PROP000525,2019-10-12,296858.3614097586,06037100004,31080
PROP000526,2017-09-20,541690.6905033523,06037100001,31080
PROP000527,2018-05-27,481571.1363954742,06037100010,31080
PROP000527,2021-03-03,585173.8543493067,06037100010,31080
PROP000528,2017-11-18,417458.7935694975,06037100005,31080
PROP000529,2019-07-09,586554.0341904869,06037100010,31080
PROP000530,2017-01-07,559581.2696836627,06037100008,31080
PROP000531,2016-01-14,301837.0571461539,06037100014,31080
PROP000532,2015-07-27,619783.741773273,06037100019,31080
PROP000532,2019-12-01,765249.7239791407,06037100019,31080
PROP000533,2017-12-24,772121.0587109053,06037100019,31080
PROP000534,2016-04-22,549914.4825662585,06037100001,31080
PROP000534,2019-09-04,629047.1285557868,06037100001,31080
PROP000535,2016-01-20,728583.8033837945,06037100007,31080
PROP000536,2017-07-16,717798.0988153232,06037100015,31080
PROP000537,2015-03-19,218015.60319763568,06037100015,31080
PROP000537,2019-10-19,269153.63423368405,06037100015,31080
PROP000538,2015-08-15,708432.7583428243,06037100014,31080
PROP000538,2016-11-13,743723.6653587214,06037100014,31080
PROP000539,2016-03-14,431358.555508,06037100011,31080
PROP000539,2017-06-25,457043.4630989695,06037100011,31080
PROP000539,2019-04-28,496950.54219273647,06037100011,31080
PROP000540,2018-05-20,783846.078747379,06037100005,31080
PROP000541,2018-08-23,678975.918325512,06037100007,31080
PROP000542,2019-08-10,353877.8366100596,06037100013,31080
PROP000543,2019-10-22,738942.8383719411,06037100012,31080
PROP000544,2016-07-11,538045.0186903125,06037100017,31080
PROP000544,2020-09-26,582537.97193854,06037100017,31080
PROP000545,2016-08-14,387013.89710902487,06037100004,31080
PROP000545,2017-08-18,407526.92199139355,06037100004,31080
PROP000546,2016-09-23,234187.23619842096,06037100000,31080
PROP000546,2019-05-27,265457.5014900868,06037100000,31080
PROP000547,2015-02-19,795063.7285875496,06037100008,31080
PROP000548,2019-01-09,764251.5243804482,06037100016,31080
PROP000548,2020-02-01,763544.591320251,06037100016,31080
PROP000549,2017-12-07,270207.0349147677,06037100011,31080
PROP000550,2018-11-25,508310.44074595877,06037100015,31080
PROP000551,2019-06-19,641743.8860802999,06037100012,31080
PROP000552,2018-12-07,759393.6549373266,06037100013,31080
PROP000553,2018-05-03,331225.8801941499,06037100005,31080
PROP000554,2019-06-08,535259.5667746386,06037100012,31080
PROP000554,2021-11-30,662677.7730008063,06037100012,31080
PROP000555,2017-10-03,736391.1230281765,06037100005,31080
PROP000555,2020-02-07,845187.2926961384,06037100005,31080
PROP000556,2015-09-21,724443.0639831111,06037100004,31080
PROP000557,2018-10-18,232108.67774782598,06037100006,31080
PROP000557,2021-04-19,283164.7311895575,06037100006,31080
PROP000558,2015-01-15,319703.18895776506,06037100016,31080
PROP000559,2019-07-14,565964.9351576311,06037100007,31080
PROP000560,2019-01-25,621493.0049530813,06037100014,31080
PROP000561,2019-02-14,696531.8313644282,06037100017,31080
PROP000561,2020-10-20,759561.2669647544,06037100017,31080
PROP000562,2018-10-12,500765.3867754376,06037100019,31080
PROP000562,2019-12-24,505212.2644870998,06037100019,31080
PROP000563,2015-04-09,703508.2369881792,06037100019,31080
PROP000564,2017-02-16,342487.1340513545,06037100000,31080
PROP000564,2018-04-29,358392.1974897013,06037100000,31080
PROP000565,2018-01-11,680867.4657337721,06037100007,31080
PROP000566,2017-01-01,342159.9949439892,06037100018,31080
PROP000566,2020-09-15,419674.30311120447,06037100018,31080
PROP000567,2016-06-05,649655.6035884852,06037100007,31080
PROP000567,2019-02-24,732551.4608823019,06037100007,31080
PROP000567,2021-10-27,814878.2223587608,06037100007,31080
PROP000568,2016-08-19,582256.8204946655,06037100016,31080
PROP000568,2020-01-08,639575.836416025,06037100016,31080
PROP000569,2019-03-20,643440.1855636236,06037100001,31080
PROP000569,2021-04-28,728947.3904551466,06037100001,31080
PROP000570,2019-04-26,629629.9839452867,06037100010,31080
PROP000571,2018-03-14,247363.64176793332,06037100013,31080
PROP000571,2020-12-19,271084.8766955498,06037100013,31080
PROP000572,2018-08-24,423505.3589320795,06037100007,31080
PROP000573,2018-08-23,780845.8288704401,06037100011,31080
PROP000574,2016-09-26,588509.8789060179,06037100001,31080
PROP000575,2017-08-05,268878.15635076805,06037100007,31080
PROP000576,2018-09-21,349674.9225759394,06037100016,31080
PROP000577,2016-04-12,745505.1584321514,06037100014,31080
PROP000577,2018-07-14,788155.8801451145,06037100014,31080
PROP000578,2015-02-03,405264.57251815643,06037100015,31080
PROP000579,2019-01-20,372767.2056055955,06037100019,31080
PROP000580,2015-05-24,269949.844733418,06037100013,31080
PROP000580,2018-07-30,310083.6069274853,06037100013,31080
PROP000581,2017-02-21,692588.6103794845,06037100014,31080
PROP000582,2017-08-18,536347.8854006291,06037100007,31080
PROP000583,2019-05-26,546114.4286796201,06037100007,31080
PROP000584,2019-09-27,556908.4277011458,06037100012,31080
PROP000585,2018-12-12,723865.3056585366,06037100018,31080
PROP000586,2019-06-26,676142.3927232809,06037100007,31080
PROP000587,2019-08-15,286585.5204329618,06037100006,31080
PROP000587,2021-01-29,313939.2639554516,06037100006,31080
PROP000588,2019-01-01,282731.16161360627,06037100000,31080
PROP000589,2015-06-06,737530.5087155957,06037100009,31080
PROP000589,2019-08-08,822021.1015872277,06037100009,31080
PROP000590,2017-08-15,694174.1664493841,06037100015,31080
PROP000590,2020-02-27,793217.2213304552,06037100015,31080
PROP000591,2017-12-06,607519.4907207016,06037100016,31080
PROP000592,2016-10-15,485357.715093205,06037100016,31080
PROP000592,2019-06-02,564467.2284038247,06037100016,31080
PROP000593,2015-07-12,269815.0910986975,06037100017,31080
PROP000593,2018-12-22,299147.28773712186,06037100017,31080
PROP000594,2017-01-03,412799.7229910497,06037100010,31080
PROP000595,2016-12-08,391791.23317523755,06037100003,31080
PROP000595,2019-09-08,486614.45678314037,06037100003,31080
PROP000596,2019-04-08,294087.6231900834,06037100005,31080
PROP000597,2018-02-03,338828.3818261088,06037100003,31080
PROP000597,2021-02-05,384451.29148264957,06037100003,31080
PROP000598,2019-02-08,230128.65901427314,06037100010,31080
PROP000599,2016-09-16,441926.3799102937,06037100011,31080
PROP000599,2020-09-18,623865.1449201287,06037100011,31080
PROP000600,2019-07-05,204835.46200527187,06037100001,31080
PROP000601,2019-07-06,350701.56052904075,06037100013,31080
PROP000602,2016-09-05,740949.8031722405,06037100017,31080
PROP000603,2017-03-10,203827.42604395442,06037100005,31080
PROP000604,2015-09-19,407483.659046255,06037100003,31080
PROP000604,2019-05-25,499850.2997421673,06037100003,31080
PROP000605,2015-04-22,669978.7897736286,06037100005,31080
PROP000605,2017-05-14,789797.3749147364,06037100005,31080
PROP000606,2017-09-09,308709.96743004967,06037100000,31080
PROP000606,2021-03-06,392762.05337168975,06037100000,31080
PROP000607,2018-07-25,296135.36058590375,06037100014,31080
PROP000607,2020-03-30,337065.7198071797,06037100014,31080
PROP000608,2016-07-09,231434.77735691672,06037100013,31080
PROP000608,2018-02-27,246982.53674325446,06037100013,31080
PROP000609,2017-11-11,698090.5897987508,06037100015,31080
PROP000610,2015-02-12,221558.1093115838,06037100012,31080
PROP000610,2019-10-27,269196.805671786,06037100012,31080
PROP000611,2019-11-26,768053.6211042219,06037100018,31080
PROP000612,2016-12-13,539729.00945157,06037100010,31080
PROP000612,2017-12-22,552025.5244868685,06037100010,31080
PROP000613,2018-12-13,699418.123796597,06037100014,31080
PROP000614,2015-08-04,690383.1873279421,06037100016,31080
PROP000615,2018-12-22,402472.5673785374,06037100004,31080
PROP000616,2016-07-13,722380.3288900943,06037100011,31080
PROP000617,2018-04-19,329750.31691191735,06037100004,31080
PROP000617,2020-02-17,367298.3102232785,06037100004,31080
PROP000618,2018-02-22,275339.3471823508,06037100019,31080
PROP000618,2019-10-30,296429.9283281863,06037100019,31080
PROP000619,2017-07-02,316061.20577388955,06037100003,31080
PROP000619,2021-01-23,389668.97739315015,06037100003,31080
PROP000620,2015-07-19,446782.38323973876,06037100019,31080
PROP000620,2017-07-04,485703.21407397796,06037100019,31080
PROP000621,2018-09-04,263354.927585984,06037100014,31080
PROP000621,2019-11-09,281916.63282260316,06037100014,31080
PROP000622,2016-10-09,293720.9047583596,06037100003,31080
PROP000623,2016-03-25,504249.45443616004,06037100006,31080
PROP000624,2016-11-20,467865.1530779292,06037100018,31080
PROP000624,2020-05-11,634497.5128337846,06037100018,31080
PROP000625,2019-11-24,693963.9276080182,06037100015,31080
PROP000626,2016-12-17,733948.0258177175,06037100003,31080
PROP000626,2021-12-04,853955.8754848717,06037100003,31080
PROP000627,2016-08-04,261705.55529448602,06037100009,31080
PROP000627,2018-02-03,276185.7359132918,06037100009,31080
PROP000628,2017-03-12,291065.24591066124,06037100007,31080
PROP000629,2015-02-22,457437.42158159957,06037100016,31080
PROP000629,2017-03-30,492063.3166980654,06037100016,31080
PROP000629,2021-01-03,622638.6001045734,06037100016,31080
PROP000630,2015-06-10,350648.0621991007,06037100007,31080
PROP000630,2019-01-14,407768.60403462936,06037100007,31080
PROP000631,2015-02-26,556485.1176538746,06037100017,31080
PROP000632,2018-10-09,573639.3693757,06037100011,31080
PROP000633,2018-02-01,603708.2800931268,06037100015,31080
PROP000634,2017-02-25,779181.6341782399,06037100003,31080
PROP000635,2018-04-07,500167.1211246562,06037100014,31080
PROP000635,2019-07-17,528785.7178886575,06037100014,31080
PROP000635,2020-11-24,540775.0028169202,06037100014,31080
PROP000636,2018-04-22,515282.1844135359,06037100011,31080
PROP000637,2015-01-13,607779.9094370862,06037100015,31080
PROP000637,2019-10-25,844478.8848845671,06037100015,31080
PROP000637,2021-12-29,965085.93497189,06037100015,31080
PROP000638,2018-01-13,702357.8042831053,06037100013,31080
PROP000638,2019-07-17,731443.7108802501,06037100013,31080
PROP000639,2018-01-09,476401.89790009346,06037100013,31080
PROP000640,2019-11-20,586941.7431754136,06037100011,31080
PROP000641,2015-05-03,413957.7055917234,06037100013,31080
PROP000642,2019-11-20,539446.9703679736,06037100018,31080
PROP000643,2015-06-02,564281.1685301461,06037100008,31080
PROP000643,2017-12-20,628974.638133403,06037100008,31080
PROP000644,2017-07-15,786076.6236965517,06037100019,31080
PROP000645,2016-03-20,549628.6696068089,06037100010,31080
PROP000645,2020-06-18,664760.5060390536,06037100010,31080
PROP000646,2016-04-06,555380.8226372574,06037100014,31080
PROP000646,2020-01-15,734962.4962589932,06037100014,31080
PROP000647,2018-04-13,354046.0977858548,06037100004,31080
PROP000648,2017-11-13,604221.0401252939,06037100018,31080
PROP000648,2021-12-07,694212.5387264661,06037100018,31080
PROP000649,2019-06-11,317747.43002369936,06037100019,31080
PROP000649,2020-12-10,367206.5821383591,06037100019,31080
PROP000650,2017-07-19,551352.6103235675,06037100008,31080
PROP000651,2016-11-11,224947.37590795627,06037100013,31080
PROP000652,2018-06-17,568182.7417936303,06037100010,31080
PROP000653,2017-04-22,736181.1520076803,06037100000,31080
PROP000653,2018-08-08,771896.6335503756,06037100000,31080
PROP000654,2016-06-14,402381.7018804918,06037100003,31080
PROP000655,2019-08-16,234128.83866658792,06037100018,31080
PROP000656,2017-01-07,472510.1976420236,06037100019,31080
PROP000656,2019-08-31,543640.8964286972,06037100019,31080
PROP000657,2015-06-19,246033.69611173114,06037100014,31080
PROP000657,2017-02-15,258616.17977642035,06037100014,31080
PROP000658,2015-03-16,268483.9815857793,06037100002,31080
PROP000658,2019-12-18,334570.8576440655,06037100002,31080
PROP000659,2017-05-22,588940.0812847076,06037100018,31080
PROP000660,2015-10-07,589259.2316956315,06037100005,31080
PROP000660,2020-07-30,820816.5746431231,06037100005,31080
PROP000661,2015-07-16,549041.988452712,06037100008,31080
PROP000662,2015-01-12,435045.4703373669,06037100005,31080
PROP000662,2016-09-05,459137.32337720756,06037100005,31080
PROP000662,2017-11-29,495402.4892804467,06037100005,31080
PROP000663,2016-09-03,269886.70980400225,06037100000,31080
PROP000664,2018-11-11,539510.336187948,06037100018,31080
PROP000665,2018-12-16,535011.3890384682,06037100013,31080
PROP000666,2018-05-17,771297.0744491497,06075200010,41860
PROP000666,2020-08-24,872272.6354705457,06075200010,41860
PROP000667,2017-02-12,1124209.4155087143,06075200013,41860
PROP000668,2019-07-01,590789.7314997036,06075200003,41860
PROP000669,2018-08-24,664880.5426252395,06075200009,41860
PROP000670,2019-09-10,733150.1560973133,06075200004,41860
PROP000671,2015-06-21,311616.5051828928,06075200005,41860
PROP000671,2017-05-16,301716.2245398982,06075200005,41860
PROP000672,2016-04-07,642856.6605211275,06075200010,41860
PROP000673,2017-02-12,976915.8295892141,06075200005,41860
PROP000674,2017-10-11,1043706.7298551681,06075200009,41860
PROP000674,2021-02-15,1321043.6878489784,06075200009,41860
PROP000675,2016-09-23,838706.693895984,06075200005,41860
PROP000676,2018-12-19,863085.7104845488,06075200006,41860
PROP000677,2019-07-05,987323.0424152885,06075200008,41860
PROP000678,2016-07-27,447030.0825585781,06075200010,41860
PROP000679,2019-03-06,646592.3425407266,06075200002,41860
PROP000680,2016-04-15,755127.0694032365,06075200012,41860
PROP000680,2017-07-14,791884.1184168882,06075200012,41860
PROP000681,2019-03-16,481657.65182738233,06075200012,41860
PROP000681,2021-03-26,544469.2908343169,06075200012,41860
PROP000682,2019-12-01,597352.3262990548,06075200005,41860
PROP000683,2015-02-12,1185628.3628512172,06075200007,41860
PROP000684,2015-04-25,353195.2387880891,06075200011,41860
PROP000685,2017-09-18,1135246.5752059633,06075200005,41860
PROP000685,2019-01-29,1229967.3326750183,06075200005,41860
PROP000686,2018-09-19,598031.8402477348,06075200011,41860
PROP000687,2018-12-01,319996.63382302236,06075200014,41860
PROP000688,2019-05-25,345877.3893201982,06075200002,41860
PROP000689,2019-02-15,1130190.855290512,06075200001,41860
PROP000689,2020-05-31,1177168.707294641,06075200001,41860
PROP000690,2019-10-14,1165454.2263415493,06075200010,41860
PROP000691,2017-11-23,851048.1891244852,06075200007,41860
PROP000691,2018-12-17,872631.5436142414,06075200007,41860
PROP000692,2018-12-27,634908.1937175288,06075200002,41860
PROP000693,2015-05-26,1101124.2481022226,06075200003,41860
PROP000693,2019-01-02,1499703.6120575906,06075200003,41860
PROP000694,2018-03-13,419708.81901659595,06075200011,41860
PROP000694,2019-10-30,448179.77350908506,06075200011,41860
PROP000695,2019-09-09,487483.8510076661,06075200004,41860
PROP000696,2019-11-18,818034.0857760737,06075200006,41860
PROP000696,2021-07-10,958969.3079886258,06075200006,41860
PROP000697,2017-08-19,619348.6699888464,06075200012,41860
PROP000698,2017-06-27,925457.807408743,06075200001,41860
PROP000699,2019-10-08,849097.1298326112,06075200012,41860
PROP000700,2019-12-17,924615.6726951678,06075200006,41860
PROP000700,2021-09-08,961469.0745801145,06075200006,41860
PROP000701,2017-09-06,382177.9222902032,06075200009,41860
PROP000702,2017-07-21,724484.5416755358,06075200010,41860
PROP000702,2018-12-01,791629.1720017015,06075200010,41860
PROP000703,2017-01-04,547982.9104267661,06075200012,41860
PROP000704,2017-02-25,584469.9154589376,06075200000,41860
PROP000704,2020-08-28,796922.584752959,06075200000,41860
PROP000705,2017-09-01,594678.8628601031,06075200008,41860
PROP000705,2019-04-29,655373.0052900561,06075200008,41860
PROP000706,2019-06-21,683849.772517675,06075200001,41860
PROP000707,2016-10-25,492595.2108284822,06075200010,41860
PROP000708,2019-09-15,648706.1663302848,06075200011,41860
PROP000709,2015-10-04,539397.9237833922,06075200007,41860
PROP000709,2018-01-31,589251.8739325412,06075200007,41860
PROP000710,2019-04-15,896724.4833508327,06075200008,41860
PROP000711,2019-10-09,1091777.1620649092,06075200012,41860
PROP000712,2015-05-11,498585.9536595736,06075200014,41860
PROP000713,2018-08-13,907403.8827487393,06075200012,41860
PROP000714,2015-04-07,581338.2224174701,06075200009,41860
PROP000714,2017-11-26,680138.8090139983,06075200009,41860
PROP000714,2020-02-11,763710.6965972179,06075200009,41860
PROP000715,2015-02-20,654199.802495684,06075200002,41860
PROP000715,2016-08-28,729224.7035254136,06075200002,41860
PROP000715,2019-12-15,905752.9356478271,06075200002,41860
PROP000716,2017-10-03,684719.8753500201,06075200009,41860
PROP000716,2021-05-02,769974.5424960419,06075200009,41860
PROP000717,2015-04-15,976151.0319363901,06075200010,41860
PROP000718,2015-03-06,877411.7100164948,06075200006,41860
PROP000718,2016-04-11,940754.7938689352,06075200006,41860
PROP000719,2017-08-18,585248.3595905532,06075200000,41860
PROP000720,2015-07-27,1006575.2915157813,06075200003,41860
PROP000720,2017-08-29,1095874.4316872663,06075200003,41860
PROP000721,2017-10-19,575442.4496058943,06075200006,41860
PROP000721,2019-01-19,624709.8129901129,06075200006,41860
PROP000722,2017-10-16,595940.3560637484,06075200010,41860
PROP000722,2021-06-08,748952.407740779,06075200010,41860
PROP000723,2015-01-08,909950.9170811884,06075200005,41860
PROP000723,2017-01-10,1026482.3218035002,06075200005,41860
PROP000723,2021-07-07,1255891.5420649494,06075200005,41860
PROP000724,2015-11-11,908980.1713378627,06075200005,41860
PROP000725,2018-05-09,577086.7127469307,06075200000,41860
PROP000726,2019-03-20,1140479.3485616238,06075200000,41860
PROP000726,2021-10-27,1414814.933151271,06075200000,41860
PROP000727,2019-01-24,425322.1601346985,06075200013,41860
PROP000728,2017-02-04,509765.5307017515,06075200005,41860
PROP000728,2020-11-14,656441.0870032682,06075200005,41860
PROP000729,2018-01-13,1178200.9366940395,06075200007,41860
PROP000729,2020-07-04,1351068.5799259376,06075200007,41860
PROP000730,2019-02-18,696598.3950818642,06075200011,41860
PROP000731,2015-06-14,1184465.5868193475,06075200014,41860
PROP000732,2019-09-24,777056.2095465593,06075200005,41860
PROP000733,2017-05-16,1067918.222277406,06075200012,41860
PROP000733,2021-01-23,1241438.4273393154,06075200012,41860
PROP000734,2019-07-02,971726.5958819173,06075200006,41860
PROP000734,2021-09-28,1052860.2120147452,06075200006,41860
PROP000735,2018-03-09,813685.332863166,06075200008,41860
PROP000735,2021-02-04,974720.1458574376,06075200008,41860
PROP000736,2019-06-27,360844.27452514484,06075200005,41860
PROP000737,2015-08-04,761153.5386588959,06075200000,41860
PROP000738,2017-01-10,399543.2389858448,06075200001,41860
PROP000739,2016-07-18,470887.79618632805,06075200003,41860
PROP000739,2017-09-12,529974.530471229,06075200003,41860
PROP000739,2020-04-06,583979.3058492959,06075200003,41860
PROP000740,2019-10-17,1075301.1174191916,06075200004,41860
PROP000741,2016-10-04,1189956.4871732967,06075200002,41860
PROP000742,2016-01-04,1192922.0755307244,06075200007,41860
PROP000742,2020-06-07,1622317.6806073159,06075200007,41860
PROP000743,2016-09-27,593293.2083542114,06075200010,41860
PROP000744,2017-06-20,1044771.3245584355,06075200009,41860
PROP000745,2015-01-24,783826.1631233093,06075200005,41860
PROP000745,2016-10-19,834197.125369851,06075200005,41860
PROP000745,2018-09-10,911370.3536867657,06075200005,41860
PROP000745,2021-02-21,1045872.0411382531,06075200005,41860
PROP000746,2015-10-02,1055997.9845439089,06075200013,41860
PROP000746,2018-02-08,1182074.4720073512,06075200013,41860
PROP000747,2015-06-14,906615.7813955706,06075200001,41860
PROP000748,2017-08-23,411461.4240352358,06075200014,41860
PROP000748,2018-12-03,439960.7332170667,06075200014,41860
PROP000749,2015-11-21,1073680.810817346,06075200004,41860
PROP000750,2016-12-01,1052778.8306870756,06075200011,41860
PROP000750,2019-12-04,1312705.6441096333,06075200011,41860
PROP000751,2018-05-07,753337.5483756636,06075200000,41860
PROP000752,2017-02-10,474846.2139016213,06075200012,41860
PROP000752,2019-11-24,557984.2585437354,06075200012,41860
PROP000753,2019-10-06,1013815.6841667508,06075200008,41860
PROP000753,2021-08-22,1152252.510536294,06075200008,41860
PROP000754,2016-07-15,1158269.3470467206,06075200000,41860
PROP000755,2018-07-27,1153001.7281723067,06075200009,41860
PROP000755,2020-02-18,1229675.76698875,06075200009,41860
PROP000756,2019-10-03,864901.9894429279,06075200006,41860
PROP000756,2021-07-09,951392.1317161324,06075200006,41860
PROP000757,2015-07-07,1098722.046191594,06075200001,41860
PROP000757,2019-01-05,1198003.0046995003,06075200001,41860
PROP000758,2016-02-04,796742.7249544199,06075200005,41860
PROP000758,2018-01-22,840969.1868572335,06075200005,41860
PROP000759,2016-03-12,840850.9360839471,06075200000,41860
PROP000760,2017-12-17,473844.0075675895,06075200008,41860
PROP000760,2020-11-04,479385.2795337846,06075200008,41860
PROP000761,2015-07-22,365049.2528158589,06075200001,41860
PROP000761,2018-11-08,415049.20711563603,06075200001,41860
PROP000762,2017-05-06,481934.45930274366,06075200008,41860
PROP000762,2020-07-10,570235.3708736555,06075200008,41860
PROP000763,2016-09-24,576911.1805301537,06075200007,41860
PROP000763,2021-06-07,637276.1870721397,06075200007,41860
PROP000764,2017-05-21,699394.2051830206,06075200013,41860
PROP000765,2019-01-18,955982.824039507,06075200012,41860
PROP000765,2021-04-02,1007729.420992415,06075200012,41860
PROP000766,2018-02-27,964134.9920989203,06075200013,41860
PROP000766,2021-07-18,1169375.2009493231,06075200013,41860
PROP000767,2019-11-15,494921.2670645168,06075200010,41860
PROP000768,2018-10-25,922274.4517618369,06075200006,41860
PROP000768,2020-11-10,1063675.8199006442,06075200006,41860
PROP000769,2016-03-17,569308.8038709544,06075200002,41860
PROP000769,2018-12-06,664412.1546181468,06075200002,41860
PROP000770,2017-01-23,1049643.653086795,06075200007,41860
PROP000771,2018-08-22,655548.0040711164,06075200003,41860
PROP000771,2019-11-04,721967.9597546222,06075200003,41860
PROP000772,2018-07-09,497213.4582037208,06075200012,41860
PROP000772,2019-12-20,519848.90143344377,06075200012,41860
PROP000773,2016-09-13,642433.6969437322,06075200013,41860
PROP000774,2019-10-11,851836.7199927162,06075200002,41860
PROP000775,2018-01-13,856461.7188793091,06075200000,41860
PROP000775,2021-10-02,1037091.8074398233,06075200000,41860
PROP000776,2015-07-15,600294.8015703233,06075200007,41860
PROP000777,2018-02-20,1071267.973298615,06075200000,41860
PROP000778,2016-04-14,816206.9520240389,06075200006,41860
PROP000778,2018-08-25,1004745.3248479553,06075200006,41860
PROP000779,2019-04-22,397339.51311602106,06075200012,41860
PROP000780,2017-08-07,799947.5521526681,06075200005,41860
PROP000780,2020-12-06,968980.2346993681,06075200005,41860
PROP000781,2017-05-11,546708.3274372807,06075200004,41860
PROP000781,2021-08-31,653792.8650049143,06075200004,41860
PROP000782,2019-09-15,426492.4151959886,06075200004,41860
PROP000782,2021-11-06,506423.61566622247,06075200004,41860
PROP000783,2016-08-03,575641.0983041533,06075200008,41860
PROP000783,2018-08-25,639553.9196097966,06075200008,41860
PROP000784,2018-07-14,779000.5873705745,06075200009,41860
PROP000785,2017-01-12,351579.2790094381,06075200000,41860
PROP000786,2016-05-22,1108519.7476508988,06075200009,41860
PROP000787,2016-12-17,949019.1216211412,06075200001,41860
PROP000787,2018-09-11,1027625.8272245118,06075200001,41860
PROP000788,2015-02-08,551672.6866438857,06075200008,41860
PROP000788,2016-08-25,559196.890263651,06075200008,41860
PROP000789,2018-08-04,376469.6609005198,06075200003,41860
PROP000790,2016-05-22,802354.0655013967,06075200011,41860
PROP000790,2018-10-10,819121.0575602659,06075200011,41860
PROP000791,2019-12-22,602691.0548433001,06075200005,41860
PROP000792,2017-02-06,736516.1887716372,06075200009,41860
PROP000793,2019-08-06,852767.6198871103,06075200009,41860
PROP000793,2021-07-16,938712.21141386,06075200009,41860
PROP000794,2016-08-25,711136.0241005217,06075200007,41860
PROP000794,2021-01-10,857252.3805058007,06075200007,41860
PROP000795,2016-10-25,407289.39855651604,06075200008,41860
PROP000795,2017-12-17,425938.35000955407,06075200008,41860
PROP000796,2019-07-08,1149400.3002315322,06075200003,41860
PROP000796,2021-07-08,1256569.5480288945,06075200003,41860
PROP000797,2016-06-18,599184.0229569287,06075200003,41860
PROP000797,2018-09-21,645062.9925335523,06075200003,41860
PROP000798,2019-10-23,989936.3502408464,06075200012,41860
PROP000799,2015-08-25,556685.2224123727,06075200009,41860
PROP000799,2019-03-02,611419.0034916083,06075200009,41860
PROP000800,2015-12-24,677222.5569978495,06075200006,41860
PROP000801,2015-05-26,791766.3667909189,06075200008,41860
PROP000801,2017-05-24,781069.3754353235,06075200008,41860
PROP000802,2017-10-26,976593.7089146804,06075200012,41860
PROP000803,2018-02-13,1074601.0396099966,06075200001,41860
PROP000804,2019-07-26,1065856.7094661202,06075200011,41860
PROP000805,2018-09-15,1091853.973147321,06075200011,41860
